epoch,step,train_loss,val_loss,val_mse
0,49,606.2235107421875,,
0,99,573.1395263671875,,
0,101,,564.2828979492188,0.9439358115196228
1,149,509.1397399902344,,
1,199,489.1751708984375,,
1,203,,515.102783203125,0.7016194462776184
2,249,487.3046875,,
2,299,457.745849609375,,
2,305,,494.350341796875,0.5994049906730652
3,349,485.781982421875,,
3,399,455.3492431640625,,
3,407,,484.9718322753906,0.5532514452934265
4,449,456.19805908203125,,
4,499,451.54052734375,,
4,509,,479.5690002441406,0.526657223701477
5,549,474.5118408203125,,
5,599,456.03076171875,,
5,611,,476.6955261230469,0.5125181674957275
6,649,487.1899719238281,,
6,699,456.2596740722656,,
6,713,,474.67010498046875,0.5025442838668823
7,749,461.60797119140625,,
7,799,764.9802856445312,,
7,815,,473.8031311035156,0.49827566742897034
8,849,449.2659912109375,,
8,899,461.71136474609375,,
8,917,,472.8467102050781,0.4935643970966339
9,949,451.09320068359375,,
9,999,473.2386169433594,,
9,1019,,472.3714904785156,0.49122026562690735
10,1049,446.4492492675781,,
10,1099,456.3306579589844,,
10,1121,,471.9726867675781,0.4892682135105133
11,1149,436.9395446777344,,
11,1199,461.18951416015625,,
11,1223,,471.4350891113281,0.4866184592247009
12,1249,447.558349609375,,
12,1299,463.1801452636719,,
12,1325,,470.9829406738281,0.4843950867652893
13,1349,648.8919677734375,,
13,1399,439.5921630859375,,
13,1427,,470.7575378417969,0.48328128457069397
14,1449,441.68951416015625,,
14,1499,676.9732666015625,,
14,1529,,470.7041320800781,0.483022004365921
15,1549,449.7763977050781,,
15,1599,428.8277893066406,,
15,1631,,470.56768798828125,0.48234492540359497
16,1649,456.0882568359375,,
16,1699,471.51336669921875,,
16,1733,,470.294189453125,0.48099902272224426
17,1749,453.4895324707031,,
17,1799,439.3402404785156,,
17,1835,,470.2578125,0.48081597685813904
18,1849,449.533203125,,
18,1899,466.61151123046875,,
18,1937,,470.0453796386719,0.47976502776145935
19,1949,441.5447998046875,,
19,1999,459.1646728515625,,
19,2039,,469.56396484375,0.4774029552936554
20,2049,478.83917236328125,,
20,2099,456.2749938964844,,
20,2141,,469.50933837890625,0.4771266579627991
21,2149,469.57135009765625,,
21,2199,428.376708984375,,
21,2243,,469.47607421875,0.4769619107246399
22,2249,462.79949951171875,,
22,2299,463.4795837402344,,
22,2345,,469.4901123046875,0.4770400822162628
23,2349,460.66107177734375,,
23,2399,467.7665710449219,,
23,2447,,469.67431640625,0.47793322801589966
24,2449,477.95172119140625,,
24,2499,438.40155029296875,,
24,2549,456.6376037597656,,
24,2549,,469.24798583984375,0.47583702206611633
25,2599,459.3701171875,,
25,2649,474.5302734375,,
25,2651,,469.42919921875,0.4767310619354248
26,2699,474.4224853515625,,
26,2749,427.33367919921875,,
26,2753,,469.1159362792969,0.4751896262168884
27,2799,461.4762878417969,,
27,2849,468.0238037109375,,
27,2855,,469.0653991699219,0.47493958473205566
28,2899,458.764892578125,,
28,2949,442.3680419921875,,
28,2957,,468.8010559082031,0.4736389219760895
29,2999,453.46856689453125,,
29,3049,444.2665710449219,,
29,3059,,468.8287353515625,0.4737676978111267
30,3099,510.83782958984375,,
30,3149,460.5002136230469,,
30,3161,,468.7392272949219,0.4733331799507141
31,3199,459.57080078125,,
31,3249,459.7436828613281,,
31,3263,,468.73651123046875,0.47331714630126953
32,3299,427.9651794433594,,
32,3349,455.250244140625,,
32,3365,,468.7209777832031,0.47323790192604065
33,3399,419.41607666015625,,
33,3449,468.5098876953125,,
33,3467,,468.4776306152344,0.47204235196113586
34,3499,437.57928466796875,,
34,3549,432.7510986328125,,
34,3569,,468.6137390136719,0.4727150797843933
35,3599,445.906494140625,,
35,3649,440.273193359375,,
35,3671,,468.5028381347656,0.47216635942459106
36,3699,453.5501403808594,,
36,3749,444.7834777832031,,
36,3773,,468.64263916015625,0.4728601574897766
37,3799,438.02410888671875,,
37,3849,466.79302978515625,,
37,3875,,468.5543518066406,0.4724171459674835
38,3899,444.225341796875,,
38,3949,455.6074523925781,,
38,3977,,468.5037841796875,0.4721727967262268
39,3999,457.294921875,,
39,4049,474.189208984375,,
39,4079,,468.34185791015625,0.47137418389320374
40,4099,463.434814453125,,
40,4149,484.2620849609375,,
40,4181,,468.49542236328125,0.4721267521381378
41,4199,464.58807373046875,,
41,4249,458.52032470703125,,
41,4283,,468.26715087890625,0.4710010886192322
42,4299,456.4978942871094,,
42,4349,421.57452392578125,,
42,4385,,468.2445068359375,0.4708915650844574
43,4399,460.8999328613281,,
43,4449,452.57501220703125,,
43,4487,,468.2833251953125,0.47108227014541626
44,4499,449.9108581542969,,
44,4549,478.4013366699219,,
44,4589,,468.4891357421875,0.47209063172340393
45,4599,457.65130615234375,,
45,4649,475.23626708984375,,
45,4691,,468.65167236328125,0.47289562225341797
46,4699,463.6488342285156,,
46,4749,442.1976013183594,,
46,4793,,468.3049011230469,0.471189945936203
47,4799,450.2408447265625,,
47,4849,461.7066650390625,,
47,4895,,468.42926025390625,0.4718000888824463
48,4899,443.44287109375,,
48,4949,436.2709655761719,,
48,4997,,468.29254150390625,0.471123605966568
49,4999,443.0841369628906,,
49,5049,684.7366943359375,,
49,5099,454.5357666015625,,
49,5099,,468.22296142578125,0.4707905352115631
50,5149,434.2845458984375,,
50,5199,452.78057861328125,,
50,5201,,468.17822265625,0.4705606997013092
51,5249,441.3842468261719,,
51,5299,674.462890625,,
51,5303,,468.21160888671875,0.4707241654396057
52,5349,458.96099853515625,,
52,5399,535.6657104492188,,
52,5405,,468.6802978515625,0.47303205728530884
53,5449,453.6119079589844,,
53,5499,443.5517883300781,,
53,5507,,468.1220703125,0.470285564661026
54,5549,465.20806884765625,,
54,5599,453.1039123535156,,
54,5609,,468.21868896484375,0.47076597809791565
55,5649,464.59912109375,,
55,5699,446.5977783203125,,
55,5711,,468.1277770996094,0.4703165590763092
56,5749,465.26873779296875,,
56,5799,462.13427734375,,
56,5813,,467.9476318359375,0.469429075717926
57,5849,434.6787109375,,
57,5899,477.8299255371094,,
57,5915,,468.14117431640625,0.47037363052368164
58,5949,442.81109619140625,,
58,5999,447.4977722167969,,
58,6017,,468.066162109375,0.4700109660625458
59,6049,454.70892333984375,,
59,6099,457.3799743652344,,
59,6119,,468.2227783203125,0.4707789123058319
60,6149,495.3683776855469,,
60,6199,461.0597229003906,,
60,6221,,468.5488586425781,0.472396582365036
61,6249,434.32696533203125,,
61,6299,424.51934814453125,,
61,6323,,467.99371337890625,0.4696471691131592
62,6349,442.56658935546875,,
62,6399,421.0904541015625,,
62,6425,,468.3840637207031,0.47157490253448486
63,6449,457.5480041503906,,
63,6499,416.5098876953125,,
63,6527,,468.0531005859375,0.46994665265083313
64,6549,445.38702392578125,,
64,6599,456.81982421875,,
64,6629,,468.0914611816406,0.4701373875141144
65,6649,430.8426818847656,,
65,6699,447.803955078125,,
65,6731,,468.1423034667969,0.470386266708374
66,6749,446.418701171875,,
66,6799,459.11083984375,,
66,6833,,468.0170593261719,0.46976497769355774
67,6849,461.8229675292969,,
67,6899,461.4908447265625,,
67,6935,,468.150390625,0.47042012214660645
68,6949,421.0274658203125,,
68,6999,449.0003356933594,,
68,7037,,468.13128662109375,0.47032681107521057
69,7049,426.9669189453125,,
69,7099,443.9111328125,,
69,7139,,468.1040344238281,0.47018343210220337
70,7149,455.4596252441406,,
70,7199,455.530029296875,,
70,7241,,467.87896728515625,0.4690866768360138
71,7249,473.982666015625,,
71,7299,443.256103515625,,
71,7343,,467.85595703125,0.4689614176750183
72,7349,477.9259338378906,,
72,7399,497.4131164550781,,
72,7445,,468.604248046875,0.47264939546585083
73,7449,458.3072204589844,,
73,7499,455.07525634765625,,
73,7547,,468.1076965332031,0.4702134430408478
74,7549,443.8573303222656,,
74,7599,434.018310546875,,
74,7649,410.1195983886719,,
74,7649,,467.966796875,0.46951308846473694
75,7699,457.9791259765625,,
75,7749,435.80328369140625,,
75,7751,,467.8659362792969,0.4690113365650177
76,7799,449.91168212890625,,
76,7849,438.8125,,
76,7853,,468.5224914550781,0.4722486436367035
77,7899,468.28289794921875,,
77,7949,464.440185546875,,
77,7955,,468.5181579589844,0.47222819924354553
78,7999,439.6721496582031,,
78,8049,430.24139404296875,,
78,8057,,468.6371765136719,0.47280019521713257
79,8099,462.7276611328125,,
79,8149,478.7797546386719,,
79,8159,,467.99725341796875,0.469663143157959
80,8199,436.6356201171875,,
80,8249,454.283203125,,
80,8261,,468.8252868652344,0.4737306237220764
81,8299,449.1828918457031,,
81,8349,442.7950744628906,,
81,8363,,468.0601501464844,0.4699656069278717
82,8399,473.5660705566406,,
82,8449,437.1653137207031,,
82,8465,,468.0640869140625,0.46999087929725647
83,8499,439.2862548828125,,
83,8549,436.957763671875,,
83,8567,,467.85662841796875,0.46896886825561523
84,8599,465.6372985839844,,
84,8649,455.2182922363281,,
84,8669,,467.6825256347656,0.46811261773109436
85,8699,438.7460021972656,,
85,8749,454.8174743652344,,
85,8771,,467.9822998046875,0.4695951044559479
86,8799,442.3256530761719,,
86,8849,446.0445251464844,,
86,8873,,468.03106689453125,0.469828724861145
87,8899,452.3103332519531,,
87,8949,462.4924621582031,,
87,8975,,467.8628234863281,0.4689924716949463
88,8999,463.186279296875,,
88,9049,449.89398193359375,,
88,9077,,467.8879699707031,0.4691276550292969
89,9099,467.705078125,,
89,9149,453.1416015625,,
89,9179,,468.5276184082031,0.4722687304019928
90,9199,453.166259765625,,
90,9249,465.11187744140625,,
90,9281,,467.8316955566406,0.4688473641872406
91,9299,484.17376708984375,,
91,9349,445.3125305175781,,
91,9383,,467.8891906738281,0.46912887692451477
92,9399,461.604248046875,,
92,9449,432.9240417480469,,
92,9485,,468.019775390625,0.46976763010025024
93,9499,424.8508605957031,,
93,9549,427.10333251953125,,
93,9587,,467.9123229980469,0.469238817691803
94,9599,446.9253234863281,,
94,9649,473.3485107421875,,
94,9689,,467.9456481933594,0.46940648555755615
95,9699,450.0079650878906,,
95,9749,456.92486572265625,,
95,9791,,467.98370361328125,0.4695946276187897
96,9799,483.9350280761719,,
96,9849,455.4718933105469,,
96,9893,,467.82257080078125,0.46880149841308594
97,9899,439.9179992675781,,
97,9949,427.1187744140625,,
97,9995,,467.955078125,0.46945008635520935
98,9999,434.05755615234375,,
98,10049,427.9466857910156,,
98,10097,,467.7047119140625,0.46821534633636475
99,10099,454.352783203125,,
99,10149,454.51080322265625,,
99,10199,449.12628173828125,,
99,10199,,468.17462158203125,0.47052237391471863
100,10249,449.18975830078125,,
100,10299,458.738525390625,,
100,10301,,467.89605712890625,0.46914955973625183
101,10349,428.5426330566406,,
101,10399,443.3189697265625,,
101,10403,,467.4981994628906,0.46719804406166077
102,10449,463.3102111816406,,
102,10499,439.7281799316406,,
102,10505,,467.6756591796875,0.4680745601654053
103,10549,439.90972900390625,,
103,10599,445.77001953125,,
103,10607,,467.9696044921875,0.4695233106613159
104,10649,427.88665771484375,,
104,10699,450.0592956542969,,
104,10709,,467.83367919921875,0.46885645389556885
105,10749,458.38885498046875,,
105,10799,446.33544921875,,
105,10811,,467.85955810546875,0.4689735770225525
106,10849,455.75469970703125,,
106,10899,452.5386962890625,,
106,10913,,467.93499755859375,0.4693463146686554
107,10949,446.99072265625,,
107,10999,432.1549377441406,,
107,11015,,467.67486572265625,0.4680672287940979
108,11049,457.7047119140625,,
108,11099,456.7261047363281,,
108,11117,,467.8944091796875,0.46914827823638916
109,11149,471.8704833984375,,
109,11199,453.87738037109375,,
109,11219,,467.9183044433594,0.4692685604095459
110,11249,464.99774169921875,,
110,11299,415.5931396484375,,
110,11321,,467.55914306640625,0.4674994647502899
111,11349,440.8099060058594,,
111,11399,451.6202392578125,,
111,11423,,467.65472412109375,0.46796903014183044
112,11449,453.57135009765625,,
112,11499,485.71600341796875,,
112,11525,,467.7233581542969,0.46830520033836365
113,11549,499.6949768066406,,
113,11599,444.40966796875,,
113,11627,,467.5971374511719,0.4676814079284668
114,11649,446.8327331542969,,
114,11699,447.1310729980469,,
114,11729,,467.5902404785156,0.46765032410621643
115,11749,433.99420166015625,,
115,11799,457.21435546875,,
115,11831,,467.5578918457031,0.46749481558799744
116,11849,442.39739990234375,,
116,11899,455.42474365234375,,
116,11933,,467.7349853515625,0.4683673083782196
117,11949,424.8291015625,,
117,11999,433.4543762207031,,
117,12035,,467.5574951171875,0.467486709356308
118,12049,461.79034423828125,,
118,12099,422.0335693359375,,
118,12137,,467.5335388183594,0.46736910939216614
119,12149,444.296630859375,,
119,12199,464.995849609375,,
119,12239,,467.6368103027344,0.4678695499897003
120,12249,465.582763671875,,
120,12299,439.702392578125,,
120,12341,,467.66033935546875,0.4679933786392212
121,12349,457.34075927734375,,
121,12399,471.10516357421875,,
121,12443,,467.7031555175781,0.46820443868637085
122,12449,459.30682373046875,,
122,12499,441.45306396484375,,
122,12545,,467.6541442871094,0.4679722189903259
123,12549,445.09600830078125,,
123,12599,458.0213623046875,,
123,12647,,467.4958190917969,0.46717554330825806
124,12649,447.99981689453125,,
124,12699,459.8687438964844,,
124,12749,448.0994873046875,,
124,12749,,467.6383056640625,0.4678772985935211
125,12799,471.0790100097656,,
125,12849,472.0741882324219,,
125,12851,,470.25372314453125,0.4807713031768799
126,12899,451.68902587890625,,
126,12949,452.8742370605469,,
126,12953,,467.5276184082031,0.46734166145324707
127,12999,464.8700256347656,,
127,13049,459.72119140625,,
127,13055,,467.5302734375,0.4673573970794678
128,13099,456.4714050292969,,
128,13149,474.7402038574219,,
128,13157,,467.5455017089844,0.4674375355243683
129,13199,453.89654541015625,,
129,13249,426.0682373046875,,
129,13259,,467.3956604003906,0.4666977822780609
130,13299,460.2151184082031,,
130,13349,453.64727783203125,,
130,13361,,467.4322814941406,0.4668746888637543
131,13399,448.6417236328125,,
131,13449,478.92816162109375,,
131,13463,,467.1896667480469,0.4656752943992615
132,13499,455.093017578125,,
132,13549,423.0552978515625,,
132,13565,,467.4569396972656,0.4669981598854065
133,13599,462.3716735839844,,
133,13649,458.97540283203125,,
133,13667,,467.4398193359375,0.46690833568573
134,13699,499.1878967285156,,
134,13749,441.07073974609375,,
134,13769,,467.5238037109375,0.4673210382461548
135,13799,470.96038818359375,,
135,13849,461.9678649902344,,
135,13871,,467.3384704589844,0.4664139449596405
136,13899,437.3134460449219,,
136,13949,429.9296875,,
136,13973,,467.2763671875,0.4661015570163727
137,13999,435.0533752441406,,
137,14049,443.8172607421875,,
137,14075,,467.3807373046875,0.4666224718093872
138,14099,478.7091064453125,,
138,14149,442.911376953125,,
138,14177,,467.3479309082031,0.46645593643188477
139,14199,460.6946716308594,,
139,14249,466.7770690917969,,
139,14279,,467.2429504394531,0.4659397602081299
140,14299,454.50701904296875,,
140,14349,450.1147155761719,,
140,14381,,467.23809814453125,0.46591830253601074
141,14399,430.49005126953125,,
141,14449,454.9301452636719,,
141,14483,,467.3716735839844,0.4665725529193878
142,14499,466.78106689453125,,
142,14549,417.3319091796875,,
142,14585,,467.21746826171875,0.4658188223838806
143,14599,433.7703857421875,,
143,14649,438.15655517578125,,
143,14687,,467.5142822265625,0.4672688841819763
144,14699,425.5121765136719,,
144,14749,461.2899169921875,,
144,14789,,467.5466613769531,0.46742403507232666
145,14799,478.3818359375,,
145,14849,452.1573486328125,,
145,14891,,467.2840881347656,0.46613845229148865
146,14899,443.4894714355469,,
146,14949,446.5090026855469,,
146,14993,,467.5914611816406,0.46765995025634766
147,14999,453.23919677734375,,
147,15049,456.18292236328125,,
147,15095,,467.40936279296875,0.46674832701683044
148,15099,451.985107421875,,
148,15149,472.91888427734375,,
148,15197,,467.47979736328125,0.4670988619327545
149,15199,445.2965393066406,,
149,15249,437.1083984375,,
149,15299,463.4088439941406,,
149,15299,,467.470703125,0.46706268191337585
150,15349,431.88690185546875,,
150,15399,433.5457763671875,,
150,15401,,467.5082092285156,0.4672451615333557
151,15449,453.23651123046875,,
151,15499,448.12060546875,,
151,15503,,467.5568542480469,0.4674784541130066
152,15549,451.2281494140625,,
152,15599,423.0361633300781,,
152,15605,,467.3249206542969,0.46633321046829224
153,15649,430.21917724609375,,
153,15699,455.8546447753906,,
153,15707,,467.5584411621094,0.46749147772789
154,15749,447.95867919921875,,
154,15799,473.9378967285156,,
154,15809,,467.4381103515625,0.46689680218696594
155,15849,466.0737609863281,,
155,15899,426.04095458984375,,
155,15911,,467.77886962890625,0.46858909726142883
156,15949,439.766845703125,,
156,15999,452.0702209472656,,
156,16013,,467.408447265625,0.4667487144470215
157,16049,426.8955993652344,,
157,16099,457.7869873046875,,
157,16115,,467.61187744140625,0.46775364875793457
158,16149,470.8067932128906,,
158,16199,438.096923828125,,
158,16217,,467.2793273925781,0.4661148488521576
159,16249,432.32635498046875,,
159,16299,456.7956237792969,,
159,16319,,467.5590515136719,0.4674942195415497
160,16349,448.83502197265625,,
160,16399,453.1221923828125,,
160,16421,,467.4409484863281,0.46692055463790894
161,16449,440.94915771484375,,
161,16499,455.97467041015625,,
161,16523,,467.45684814453125,0.46699145436286926
162,16549,441.10260009765625,,
162,16599,454.74005126953125,,
162,16625,,467.45489501953125,0.46698468923568726
163,16649,432.84521484375,,
163,16699,475.5301513671875,,
163,16727,,467.46923828125,0.467044472694397
164,16749,473.27685546875,,
164,16799,436.7025146484375,,
164,16829,,467.23724365234375,0.46590229868888855
165,16849,422.89263916015625,,
165,16899,453.27264404296875,,
165,16931,,467.373291015625,0.46658527851104736
166,16949,446.63427734375,,
166,16999,434.3671875,,
166,17033,,467.4359130859375,0.4668892025947571
167,17049,438.0843505859375,,
167,17099,455.0874328613281,,
167,17135,,467.2711181640625,0.46608155965805054
168,17149,442.2105712890625,,
168,17199,428.31396484375,,
168,17237,,467.4765930175781,0.46708565950393677
169,17249,448.4525146484375,,
169,17299,457.705078125,,
169,17339,,467.389404296875,0.46666446328163147
170,17349,445.22454833984375,,
170,17399,438.73382568359375,,
170,17441,,467.2679748535156,0.4660649001598358
171,17449,442.58514404296875,,
171,17499,444.91497802734375,,
171,17543,,467.451416015625,0.4669581949710846
172,17549,448.77301025390625,,
172,17599,465.2835693359375,,
172,17645,,467.4999694824219,0.46720466017723083
173,17649,434.18121337890625,,
173,17699,468.2926025390625,,
173,17747,,467.40692138671875,0.4667493402957916
174,17749,434.9776611328125,,
174,17799,446.652099609375,,
174,17849,447.4684143066406,,
174,17849,,467.4742736816406,0.46708041429519653
175,17899,459.9482421875,,
175,17949,465.94775390625,,
175,17951,,467.4601745605469,0.46701106429100037
176,17999,458.4158630371094,,
176,18049,458.09283447265625,,
176,18053,,467.8051452636719,0.4686938226222992
177,18099,495.3779296875,,
177,18149,469.3306884765625,,
177,18155,,467.2403564453125,0.4659295678138733
178,18199,451.56396484375,,
178,18249,446.91510009765625,,
178,18257,,467.4140319824219,0.466785728931427
179,18299,417.7139892578125,,
179,18349,452.023681640625,,
179,18359,,467.70697021484375,0.4682190716266632
180,18399,445.79052734375,,
180,18449,449.3299255371094,,
180,18461,,467.4781799316406,0.46709969639778137
181,18499,410.84429931640625,,
181,18549,461.23760986328125,,
181,18563,,467.5210266113281,0.46730393171310425
